9861,9884,12929,617,Gl 84.3,13Alp Ari,Hamal,2.119555,23.462423,20.1776,190.73,-145.77,-14.4,2.01,0.486,K2III,1.151,15.731986,9.751722,8.03361,-1.649e-05,1.173e-05,-1.894e-05,0.554898130994913,0.4094965332621075,9.24685132923611e-07,-7.06712902e-07,Alp,13,Ari,1,9861,,55.6672798150948,,,
10800,10826,14386,681,,68Omi Cet,Mira,2.322442,-2.977643,91.659,10.33,-239.48,64.0,6.47,1.659,M5e-M9e,0.966,75.131148,52.288786,-4.761374,4.649e-05,3.795e-05,-0.00010967,0.6080139982109655,-0.051969667028267504,5.0081253201388894e-08,-1.161031802e-06,Omi,68,Cet,1,10800,,18.897310544316767,Omi,8.511,4.871
11734,11767,8890,424,,1Alp UMi,Polaris,2.52975,89.264109,132.626,44.22,-11.74,-17.0,1.97,-3.643,F7:Ib-IIv SB,0.636,1.3431,1.047629,132.614909,-1.171e-05,2.692e-05,-1.748e-05,0.6622870748653336,1.5579526129751475,2.1438460954166665e-07,-5.6917126e-08,Alp,1,UMi,1,11734,,2495.743794831569,Alp,1.993,1.953
12082,12114,16160,753,Gl 105A,,268 G. Cet,2.601357,6.88687,7.1803,1806.27,1442.5,26.0,5.79,6.509,K3V,0.918,5.538462,4.488223,0.861013,-2.374e-05,6.168e-05,5.304e-05,0.681033735135593,0.1201985615767425,8.757044067770833e-06,6.993437342e-06,,,Cet,1,12082,Gl 105,0.21697015538008513,,,
13813,13847,18622,897,,The1Eri,Acamar,2.971023,-40.304672,49.4315,-53.53,25.71,12.0,2.88,-0.59,A4III+...,0.128,26.85749,26.453029,-31.974932,1.851e-05,2.3e-07,-3.24e-06,0.777812118193322,-0.7034492363510262,-2.595207632013889e-07,1.24645597e-07,The-1,,Eri,1,13813,,149.96848355023724,,,
14100,14135,18884,911,,92Alp Cet,Menkar,3.037992,4.089734,76.3942,-11.81,-78.76,-26.0,2.54,-1.875,M2III,1.63,53.342561,54.414384,5.448321,-1.399e-05,-2.052e-05,-3.099e-05,0.7953445140056629,0.0713793229065275,-5.725649567361112e-08,-3.81839254e-07,Alp,92,Cet,1,14100,,489.77881936844614,Alp,2.561,2.521
14540,14576,19356,936,,26Bet Per,Algol,3.136148,40.955648,27.571,2.39,-1.44,4.0,2.09,-0.112,B8V,-0.003,14.189428,15.238793,18.072114,1.96e-06,2.57e-06,2.54e-06,0.821041501386661,0.7148108979134763,1.1587046965277778e-08,-6.981317e-09,Bet,26,Per,1,14540,,96.56060985415496,Bet,2.213,2.073
15471,15510,20794,1008,Gl 139,,82 G. Eri,3.331944,-43.069784,6.0434,3038.08,726.34,86.7,4.26,5.354,G8V,0.711,2.839238,3.381499,-4.127499,-1.715e-05,0.00011797,-4.501e-05,0.8723007989903294,-0.7517095357877388,1.4729027466222223e-05,3.521395687e-06,,,Eri,1,15471,,0.6286370884130494,,,
15824,15863,20902,1017,,33Alp Per,Mirphak,3.405378,49.86118,155.2795,24.11,-26.01,-2.0,1.79,-4.166,F5Ib,0.481,62.885098,77.880689,118.708804,-5.55e-06,2.202e-05,-1.419e-05,0.8915260037750609,0.8702417516246674,1.1688857838194444e-07,-1.26100038e-07,Alp,33,Per,1,15824,,4040.173353730007,,,
17661,17702,23630,1165,,25Eta Tau,Alcyone,3.79141,24.105137,123.6094,19.35,-43.11,10.0,2.85,-2.61,B7III,-0.086,61.664507,94.489136,50.483636,1.16e-06,2.299e-05,-1.94e-05,0.9925887748501628,0.42071400922220126,9.381144718750002e-08,-2.09003177e-07,Eta,25,Tau,1,17661,,963.8290236239706,,,
18497,18543,25025,1231,,34Gam Eri,Zaurak,3.967157,-13.508515,62.3441,60.51,-111.34,62.0,2.97,-1.004,M1IIIb Ca-1,1.588,30.760217,52.235828,-14.56308,1.154e-05,5.563e-05,-4.753e-05,1.0385992839066334,-0.23576806917607127,2.9336075810416665e-07,-5.39791551e-07,Gam,34,Eri,1,18497,,219.5836500973188,Gam,3.0,2.95
21368,21421,29139,1457,Gl 171.1A,87Alp Tau,Aldebaran,4.598677,16.509301,20.4332,62.78,-189.36,54.5,0.87,-0.682,K5III,1.538,7.02722,18.287604,5.806661,1.528e-05,5.709e-05,-2.14e-06,1.2039308112027507,0.2881416661221312,3.043660286527778e-07,-9.18043185e-07,Alp,87,Tau,1,21368,Gl 171.1,163.23000728189953,Alp,0.888,0.858
22961,23015,31398,1577,,3Iot Aur,Hassaleh,4.949894,33.16609,151.2859,3.63,-18.54,18.0,2.69,-3.209,K3IIvar,1.49,34.378539,121.884168,82.763748,3.64e-06,2.271e-05,-1.31e-06,1.2958792109889454,0.57885747451101,1.7598736604166667e-08,-8.9884456e-08,Iot,3,Aur,1,22961,,1673.4009068393123,,,
23820,23875,33111,1666,Wo 9175,67Bet Eri,Cursa,5.130829,-5.086446,27.3973,-83.39,-75.44,-9.2,2.78,0.591,A3IIIvar,0.161,6.156194,26.585876,-2.429001,8.48e-06,-1.249e-05,-9.15e-06,1.3432479534963782,-0.0887752322551,-4.0428612821527783e-07,-3.6574344e-07,Bet,67,Eri,1,23820,,50.53589947531675,,,
24129,24186,33793,,Gl 191,,Kapteyn's Star,5.194169,-45.018417,3.9114,6506.05,-5731.39,245.5,8.86,10.898,M0V,1.543,0.578997,2.705174,-2.76822,-9.951e-05,0.0001243,-0.00025439,1.359830239429058,-0.7857196034245437,3.1542220463784724e-05,-2.7786562805e-05,,,Pic,1,24129,,0.0038089037649813515,VZ,9.148,8.828
24378,24436,34085,1713,,19Bet Ori,Rigel,5.242298,-8.20164,264.5503,1.87,-0.56,21.0,0.18,-6.933,B8Ia,-0.03,51.601106,256.709905,-37.740051,1.82e-06,2.121e-05,-3.77e-06,1.3724303693276385,-0.143145630755865,9.06601582638889e-09,-2.714956e-09,Bet,19,Ori,1,24378,,51665.42425669497,,,
24549,24608,34029,1708,Gl 194A,13Alp Aur,Capella,5.27815,45.997991,13.1234,75.52,-427.13,22.2,0.08,-0.51,M1: comp,0.795,1.712633,8.954439,9.440007,1.92e-06,3.559e-05,-2.54e-06,1.381816412648801,0.8028163926341112,3.6613129155555555e-07,-2.070784673e-06,Alp,13,Aur,1,24549,Gl 194,139.3156802945302,,,
25273,25336,35468,1790,,24Gam Ori,Bellatrix,5.418851,6.349702,77.3994,-8.75,-13.28,18.0,1.64,-2.804,B2III,-0.224,11.658576,76.036136,8.56012,6.1e-06,1.813e-05,-2.92e-06,1.418651833814526,0.11082320964651,-4.2421197048611115e-08,-6.4383256e-08,Gam,24,Ori,1,25273,,1152.3913771994878,,,
25364,25428,35497,1791,,112Bet Tau,Alnath,5.438198,28.60745,41.0509,23.28,-174.22,9.0,1.65,-1.417,B7III,-0.13,5.281578,35.6504,19.655456,-9.7e-07,2.509e-05,-2.603e-05,1.4237168085654672,0.4992941923790525,1.1286462483333334e-07,-8.44642394e-07,Bet,112,Tau,1,25364,,321.21809339879854,,,
25542,25606,36079,1829,,9Bet Lep,Nihal,5.470756,-20.759441,49.1642,-5.03,-85.92,-14.0,2.81,-0.648,G5II,0.807,6.349344,45.531613,-17.425966,-1.66e-06,-2.061e-05,-1.407e-05,1.4322406986213787,-0.3623205948292475,-2.4386128131944448e-08,-4.16551914e-07,Bet,9,Lep,1,25542,,158.1976398601154,,,
25865,25930,36486,1852,,34Del Ori,Mintaka,5.533445,-0.299092,212.3142,1.67,0.56,16.0,2.25,-4.385,O9.5II,-0.175,25.868117,210.729667,-1.108306,2.9e-07,1.645e-05,4.9e-07,1.4486524168433992,-0.005220140244135,8.096388465277777e-09,2.714956e-09,Del,34,Ori,1,25865,,4943.106869868354,Del,2.334,2.234
25920,25985,36673,1865,,11Alp Lep,Arneb,5.545504,-17.822289,680.2721,3.27,1.54,24.0,2.58,-6.583,F0Ib,0.211,76.877195,643.047236,-208.208,-7.75e-06,2.603e-05,-2.68e-06,1.4518096517173142,-0.3110576146713625,1.5853407354166667e-08,7.46613e-09,Alp,11,Lep,1,25920,,37428.29122408052,,,
26176,26241,37043,1899,,44Iot Ori,Hatsya,5.590551,-5.909901,714.2857,2.27,-0.62,22.0,2.75,-6.519,O9III,-0.21,76.014147,706.411475,-73.54604,-5.44e-06,2.287e-05,-4.45e-06,1.4636027422961173,-0.10314723630113501,1.100527054861111e-08,-3.005844e-09,Iot,44,Ori,1,26176,,35285.8025828527,,,
26246,26311,37128,1903,,46Eps Ori,Alnilam,5.603559,-1.20192,606.0606,1.49,-1.06,26.0,1.69,-7.223,B0Ia,-0.184,62.775122,602.66691,-12.712683,-1.61e-06,2.683e-05,-3.67e-06,1.4670083872075836,-0.02097745796646875,7.223723840277778e-09,-5.139025e-09,Eps,46,Ori,1,26246,,67483.87308707573,Eps,1.717,1.667
26569,26634,37795,1956,,Alp Col,Phakt,5.660817,-34.074108,80.1282,-0.1,-24.05,35.0,2.65,-1.869,B7IV,-0.12,5.885917,66.110037,-44.89318,2.2e-06,2.432e-05,-2.779e-05,1.4819983267578802,-0.5947053712297875,-4.848136805555554e-10,-1.1659769e-07,Alp,,Col,1,26569,,487.07966649253666,,,
26662,26727,37742,1948,,50Zet Ori,Alnitak,5.679313,-1.942572,225.7336,3.99,2.54,18.0,1.74,-5.028,O9.5Ib SB,-0.199,18.918488,224.809409,-7.651875,-2.8e-06,1.879e-05,2.15e-06,1.4868406872605762,-0.03390428125016375,1.9344065854166667e-08,1.2314267e-08,Zet,50,Ori,1,26662,,8937.169608501978,,,
27298,27366,38771,2004,,53Kap Ori,Saiph,5.795941,-9.669605,198.4127,1.55,-1.2,21.0,2.07,-4.418,B0.5Iavar,-0.168,10.444137,195.314937,-33.326707,-3.7e-07,2.103e-05,-4.75e-06,1.5173738927528553,-0.168766439905435,7.514612048611112e-09,-5.817764e-09,Kap,53,Ori,1,27298,,5095.654806081146,,,
27919,27989,39801,2061,,58Alp Ori,Betelgeuse,5.919529,7.407063,152.6718,27.33,10.86,21.0,0.45,-5.469,M2Ib,1.5,3.189296,151.364387,19.682142,-1.98e-05,2.068e-05,1.074e-05,1.5497291183713153,0.12927763169419373,1.324995788958333e-07,5.2650765e-08,Alp,58,Ori,1,27919,,13415.28798266127,Alp,0.571,0.281
28288,28360,40183,2088,NN 3375,34Bet Aur,Menkalinan,5.992149,44.947433,24.8694,-56.41,-0.88,-19.4,1.9,-0.078,A2V,0.077,0.036195,17.601288,17.569058,6.77e-06,-1.398e-05,-1.409e-05,1.5687409450202745,0.78448069066935,-2.7348339720138883e-07,-4.26636e-09,Bet,34,Aur,1,28288,,93.58365435835302,Bet,1.967,1.897
30016,30089,44179,,,,Red Rectangle,6.332838,-10.637414,440.5286,-10.98,-21.1,0.0,8.85,0.63,B8,0.344,-37.678828,431.31548,-81.318571,2.408e-05,-6.25e-06,-4.429e-05,1.6579330572152564,-0.18565790108725252,-5.3232542125e-08,-1.02295686e-07,,,Mon,1,30016,,48.75284901033863,V777,8.897,8.767
30251,30324,44743,2294,,2Bet CMa,Mirzam,6.378329,-17.955918,151.0574,-3.45,-0.47,34.0,1.98,-3.916,B1II/III,-0.24,-14.209731,142.995999,-46.568852,-7.5e-07,3.306e-05,-1.105e-05,1.6698426956468702,-0.31338988393796,-1.672607197916667e-08,-2.278624e-09,Bet,2,CMa,1,30251,,3209.223768048436,Bet,1.999,1.969
30365,30438,45348,2326,,Alp Car,Canopus,6.399195,-52.69566,94.7867,19.99,23.67,21.0,-0.62,-5.504,F0Ib,0.164,-5.992679,57.132034,-75.396105,-1.14e-05,2.059e-05,-1.049e-05,1.6753053519997292,-0.9197127748902675,9.691425474305554e-08,1.14755398e-07,Alp,,Car,1,30365,,13854.791675667215,,-0.547,-0.667
31601,31681,47105,2421,,24Gam Gem,Alhena,6.628528,16.399252,33.5121,-2.04,-66.92,-13.0,1.93,-0.696,A0IV,0.001,-5.266162,31.714389,9.461403,1.91e-06,-9.5e-06,-1.418e-05,1.735344593460758,0.28622094417349375,-9.890199083333335e-09,-3.24437315e-07,Gam,24,Gem,1,31601,,165.34840121711517,,,
32263,32349,48915,2491,Gl 244A,9Alp CMa,Sirius,6.752481,-16.716116,2.6371,-546.01,-1223.08,-9.4,-1.44,1.454,A0m...,0.009,-0.494323,2.476731,-0.758485,9.53e-06,-1.207e-05,-1.221e-05,1.7677953696021995,-0.291751258517685,-2.647131177201389e-06,-5.929659164e-06,Alp,9,CMa,1,32263,Gl 244,22.824433121735034,,-1.333,-1.523
33492,33579,52089,2618,,21Eps CMa,Adhara,6.977097,-28.972084,124.2236,2.63,2.29,27.0,1.5,-3.971,B2II,-0.211,-27.497987,105.141608,-60.171969,-7.81e-06,2.362e-05,-1.217e-05,1.8265996485677483,-0.5056582518554612,1.275059979861111e-08,1.1102233e-08,Eps,21,CMa,1,33492,,3375.981048554255,,,
34354,34444,54605,2693,,25Del CMa,Wezen,7.139857,-26.3932,492.6108,-2.75,3.33,34.0,1.83,-6.633,F8Ia,0.671,-129.733458,421.761488,-218.979855,-3.92e-06,3.508e-05,-8.33e-06,1.869210132341708,-0.46064823373741876,-1.3332376215277777e-08,1.6144295e-08,Del,25,CMa,1,34354,,39192.232245497704,,,
35806,35904,58350,2827,,31Eta CMa,Aludra,7.401584,-29.303104,609.7561,-3.76,6.66,41.0,2.45,-6.476,B5Ia,-0.083,-190.762166,496.337122,-298.432917,-6.2e-06,4.711e-05,-3.36e-06,1.9377301884962992,-0.5114356374748288,-1.822899438888889e-08,3.2288591e-08,Eta,31,CMa,1,35806,,33915.6386905822,Eta,2.509,2.409
36087,36188,58715,2845,,3Bet CMi,Gomeisa,7.452512,8.289315,49.5786,-50.28,-38.45,22.0,2.89,-0.586,B8Vvar,-0.097,-18.209817,45.556204,7.147858,2.46e-06,2.64e-05,-5.9e-06,1.9510630590622124,0.144675846904975,-2.4376431858333333e-07,-1.8641086e-07,Bet,3,CMi,1,36087,,149.41699574067007,Bet,2.896,2.876
36107,36208,,,Gl 273,,Luyten's Star,7.456805,5.225785,3.8026,571.27,-3694.25,18.2,9.84,11.94,M5,1.573,-1.409549,3.514856,0.346358,-1.899e-05,1.905e-05,-6.612e-05,1.952186961957238,0.09120715749281125,2.769595112909722e-06,-1.7910229393e-05,,,CMi,1,36107,,0.0014588142602753474,,,
36744,36850,60179,2891,Gl 278A,66Alp Gem,Castor,7.576634,31.888276,15.5958,-206.33,-148.18,6.0,1.58,0.615,A2Vm,0.034,-5.311938,12.130011,8.238737,9.83e-06,1.645e-05,-6.27e-06,1.983558270234413,0.5565554130270287,-1.0003160670902778e-06,-7.18396911e-07,Alp,66,Gem,1,36744,Gl 278,49.43106869868354,,,
37173,37279,61421,2943,Gl 280A,10Alp CMi,Procyon,7.655033,5.224993,3.5142,-716.57,-1034.58,-4.0,0.4,2.671,F5IV-V,0.432,-1.469312,3.17617,0.320024,1.212e-05,2.89e-06,-1.792e-05,2.004083041242831,0.09119333187796,-3.4740293907569444e-06,-5.015785376e-06,Alp,10,CMi,1,37173,Gl 280,7.4404636619191935,,,
37718,37826,62509,2990,Gl 286,78Bet Gem,Pollux,7.755277,28.026199,10.3584,-625.69,-45.95,3.6,1.16,1.084,K0IIIvar,0.991,-4.055465,8.19518,4.867171,2.624e-05,1.782e-05,-3.1e-07,2.0303268874812184,0.4891494417459975,-3.0334307178680563e-06,-2.22771886e-07,Bet,78,Gem,1,37718,,32.09223768048434,,,
39318,39429,66811,3165,,Zet Pup,Naos,8.059737,-40.003148,332.2259,-30.82,16.77,-24.0,2.21,-5.397,O5IAf,-0.269,-130.674899,218.376203,-213.564535,4.333e-05,2.425e-05,3.647e-05,2.110034132578707,-0.6981866375965275,-1.4941957634722223e-07,8.1303254e-08,Zet,,Pup,1,39318,,12554.51673687138,Zet,2.224,2.194
40921,41037,71129,3307,,Eps Car,Avior,8.375236,-59.509483,185.5288,-25.34,22.72,2.0,1.86,-4.482,K3III+B2V,1.196,-54.83708,76.515238,-159.872623,7.66e-06,2.843e-05,8.61e-06,2.192631676046867,-1.038636414190405,-1.2285178665277778e-07,1.10149668e-07,Eps,,Car,1,40921,,5405.053537086696,,,
45106,45238,80007,3685,,Bet Car,Miaplacidus,9.220041,-69.717208,34.6981,-157.66,108.91,-5.0,1.67,-1.032,A2IV,0.07,-8.980712,8.001552,-32.546536,6.13e-06,3.005e-05,1.115e-05,2.413801172874073,-1.2167948189074338,-7.643572487638889e-07,5.28010579e-07,Bet,,Car,1,45106,,225.32013356294826,,,
45425,45556,80404,3699,,Iot Car,Tureis,9.284838,-59.275229,234.7418,-19.03,13.11,13.0,2.21,-4.643,A8Ib,0.189,-90.887872,78.251756,-201.791538,-7.4e-07,2.921e-05,-3.81e-06,2.43076493672462,-1.0345479138581113,-9.226004340972223e-08,6.3559073e-08,Iot,,Car,1,45425,,6269.024974761646,,,
46259,46390,81797,3748,,30Alp Hya,Alphard,9.45979,-8.658603,55.2792,-14.49,33.25,-4.0,1.99,-1.723,K3III,1.44,-43.003468,33.722848,-8.322089,4.52e-06,1.39e-06,9.42e-06,2.4765671803168545,-0.151121122495205,-7.02495023125e-08,1.61200548e-07,Alp,30,Hya,1,46259,,425.7944535825967,,,
47772,47908,84441,3873,,17Eps Leo,Ras Elased Australis,9.764188,23.774255,75.643,-46.09,-9.57,4.0,2.97,-1.424,G0II,0.808,-57.700126,38.244772,30.494289,5.04e-06,1.694e-05,-1.56e-06,2.556258343807028,0.41493902002914623,-2.2345062536805559e-07,-4.6396669e-08,Eps,17,Leo,1,47772,,323.2957533680941,,,
49528,49669,87901,3982,,32Alp Leo,Regulus,10.139532,11.967207,24.3132,-249.4,4.91,6.0,1.36,-0.569,B7V,-0.087,-21.018857,11.132218,5.041397,8.56e-06,2.873e-05,1.84e-06,2.654523172153456,0.20886716528807125,-1.2091253193055555e-06,2.3804351e-08,Alp,32,Leo,1,49528,,147.09570767969763,,,
50440,50583,89484,4057,,41Gam1Leo,Algieba,10.332873,19.841489,39.8883,310.77,-152.88,-37.0,2.01,-0.994,K0III,1.128,-34.002797,15.860719,13.53874,-2.24e-06,-6.526e-05,-4.065e-05,2.7051398372354067,0.34629930564740247,1.5066554750624999e-06,-7.41183154e-07,Gam-1,41,Leo,1,50440,,217.57049509257934,,,
53754,53910,95418,4295,Wo 9343,48Bet UMa,Merak,11.030677,56.382427,24.4499,81.66,33.74,-12.0,2.34,0.399,A1V,0.033,-13.103033,3.398358,20.360601,7.37e-06,-1.191e-05,-8.01e-06,2.887824569114951,0.9840589862911813,3.9589885154166667e-07,1.63576135e-07,Bet,48,UMa,1,53754,,60.311481961781745,,,
53879,54035,95735,,Gl 411,,Lalande 21185,11.055632,35.969877,2.5469,-580.2,-4767.09,-84.3,7.49,10.46,M2V,1.502,-1.998,0.504305,1.495504,3.587e-05,-1.66e-06,-9.828e-05,2.8943575772214722,0.627792793335765,-2.8128889745833336e-06,-2.3111504484e-05,,,UMa,1,53879,,0.0057016427228074665,,,
53905,54061,95689,4301,,50Alp UMa,Dubhe,11.062155,61.751033,37.679,-136.46,-35.25,-9.0,1.81,-1.07,F7V comp,1.061,-17.298705,4.33488,33.191332,4.78e-06,2.45e-05,-1.116e-05,2.896065350203451,1.0777588446528075,-6.615767484861111e-07,-1.70896822e-07,Alp,50,UMa,1,53905,,233.3458062281002,,,
54712,54872,97603,4357,Gl 419,68Del Leo,Zosma,11.235138,20.523717,17.9147,143.31,-130.43,-20.2,2.56,1.294,A4V,0.128,-16.442201,3.337108,6.280742,1.259e-05,-1.526e-05,-1.785e-05,2.941352165381749,0.3582064320032738,6.947864856041666e-07,-6.32342483e-07,Del,68,Leo,1,54712,,26.448436268543603,,,
57459,57632,102647,4534,Gl 448,94Bet Leo,Denebola,11.817663,14.57206,10.9999,-499.02,-113.78,-0.2,2.14,1.933,A3Vvar,0.09,-10.633926,0.508011,2.767546,-6e-08,2.664e-05,-5.92e-06,3.093856965974249,0.2543304303162062,-2.419317228708333e-06,-5.51621005e-07,Bet,94,Leo,1,57459,,14.682499678319866,,,
57767,57939,103095,4550,Gl 451A,,Groombridge 1830,11.88282,37.718679,9.0917,4003.69,-5813.0,-99.1,6.42,6.627,G8Vp,0.754,-7.187679,0.220247,5.561623,-8.204e-05,-0.00017401,-0.00026465,3.1109149833224112,0.6583151445815625,1.941043684703472e-05,-2.818221925e-05,,,UMa,1,57767,Gl 451,0.194625615936124,CF,6.546,6.406
57828,58001,103287,4554,,64Gam UMa,Phad,11.897168,53.69476,25.5037,107.76,11.16,-13.0,2.41,0.377,A0V SB,0.044,-15.094867,0.406425,20.552678,8.62e-06,-1.356e-05,-9.9e-06,3.1146712453081937,0.9371503534205525,5.224352221666667e-07,5.4105206e-08,Gam,64,UMa,1,57828,,61.54602373713163,,,
59592,59774,106591,4660,Gl 459,69Del UMa,Megrez,12.257086,57.032617,24.6853,103.56,7.81,-13.4,3.32,1.358,A3Vvar,0.077,-13.402309,-0.903455,20.710384,9.06e-06,-1.181e-05,-1.099e-05,3.208897599139166,0.995406944309545,5.020730475833334e-07,3.7863948e-08,Del,69,UMa,1,59592,,24.9344618809783,,,
59621,59803,106625,4662,,4Gam Crv,Gienah Ghurab,12.263437,-17.541929,47.1032,-159.58,22.31,-4.0,2.58,-0.785,B8III,-0.107,-44.805937,-3.095058,-14.197066,-1.5e-07,3.652e-05,6.09e-06,3.2105604074253753,-0.306164425583095,-7.736656714305555e-07,1.08161932e-07,Gam,4,Crv,1,59621,,179.47336268325265,,,
60530,60718,108248,4730,,Alp1Cru,Acrux,12.443311,-63.099092,98.7167,-35.37,-14.73,-11.0,0.77,-4.202,B0.5IV,-0.243,-44.363755,-5.171957,-88.034513,9.34e-06,1.813e-05,6.84e-06,3.2576512815622607,-1.1012869028642311,-1.714785988125e-07,-7.1413055e-08,Alp-1,,Cru,1,60530,,4176.379929509739,,,
60731,60936,,,,,3C 273,12.485193,2.052398,100000.0,-11.01,4.38,0.0,12.88,-7.12,,0.12,-99130.70606,-12660.058622,3581.344963,-0.00060072,0.00530397,0.00212194,3.2686158159426206,0.035821109804841246,-5.337798622916666e-08,2.1234839e-08,,,,1,60731,,61376.20051647933,,13.034,12.694
60776,60965,108767,4757,,7Del Crv,Algorab,12.497739,-16.515432,26.6312,-209.97,-139.3,9.0,2.94,0.813,B9.5V,-0.012,-25.316094,-3.317674,-7.57057,-7.2e-06,2.639e-05,-1.986e-05,3.2719004348212555,-0.28824867427274875,-1.0179632850625e-06,-6.75345457e-07,Del,7,Crv,1,60776,,41.19077848677376,,,
